branch_id,candidate_id,lane_class,family,comparison_mode,base_program_name,seed_variant,unique_address_target,horizon_multiplier,checkpoint_depth,hot_address_skew,seed_id,base_start,scaled_start,base_max_steps,max_steps,base_reference_step_count,expected_reference_step_count,base_unique_address_count,padding_unique_count,flatten_rounds,padding_base_address,expected_padding_instruction_count,target_wrapper_call_depth
candidate_core_subroutine_braid_u6_h2p0_cplus_one_kflattened,candidate_core_subroutine_braid_u6_h2p0_cplus_one_kflattened_seed0,candidate_core,subroutine_braid,medium_exact_trace,bytecode_subroutine_braid_80_a96,r19_admitted_address_anchor,6,2.0,plus_one,flattened,0,80,160,5120,12897,1576,5745,4,2,647,40000,2592,1
candidate_core_subroutine_braid_u6_h2p0_cplus_one_kflattened,candidate_core_subroutine_braid_u6_h2p0_cplus_one_kflattened_seed1,candidate_core,subroutine_braid,medium_exact_trace,bytecode_subroutine_braid_80_a96,r19_heldout_address_anchor,6,2.0,plus_one,flattened,1,80,160,5120,12897,1576,5745,4,2,647,40016,2592,1
candidate_core_helper_checkpoint_braid_u8_h2p0_cplus_one_kflattened,candidate_core_helper_checkpoint_braid_u8_h2p0_cplus_one_kflattened_seed0,candidate_core,helper_checkpoint_braid,medium_exact_trace,bytecode_helper_checkpoint_braid_60_a280_s0,r19_admitted_seed_anchor,8,2.0,plus_one,flattened,0,60,120,2560,8101,1608,6133,6,2,728,40064,2916,1
candidate_core_helper_checkpoint_braid_u8_h2p0_cplus_one_kflattened,candidate_core_helper_checkpoint_braid_u8_h2p0_cplus_one_kflattened_seed1,candidate_core,helper_checkpoint_braid,medium_exact_trace,bytecode_helper_checkpoint_braid_60_a280_s0,r19_heldout_seed_anchor,8,2.0,plus_one,flattened,1,60,120,2560,8101,1608,6133,6,2,728,40080,2916,1
candidate_core_subroutine_braid_long_u20_h3p0_cplus_two_kflattened,candidate_core_subroutine_braid_long_u20_h3p0_cplus_two_kflattened_seed0,candidate_core,subroutine_braid_long,long_exact_final_state,bytecode_subroutine_braid_long_140_a176,r19_admitted_address_anchor,20,3.0,plus_two,flattened,0,140,420,10240,37602,2746,15056,4,16,212,40128,6816,2
candidate_core_subroutine_braid_long_u20_h3p0_cplus_two_kflattened,candidate_core_subroutine_braid_long_u20_h3p0_cplus_two_kflattened_seed1,candidate_core,subroutine_braid_long,long_exact_final_state,bytecode_subroutine_braid_long_140_a176,r19_heldout_address_anchor,20,3.0,plus_two,flattened,1,140,420,10240,37602,2746,15056,4,16,212,40144,6816,2
candidate_core_helper_checkpoint_braid_long_u20_h3p0_cplus_two_kflattened,candidate_core_helper_checkpoint_braid_long_u20_h3p0_cplus_two_kflattened_seed0,candidate_core,helper_checkpoint_braid_long,long_exact_final_state,bytecode_helper_checkpoint_braid_long_180_a312_s0,r19_admitted_seed_anchor,20,3.0,plus_two,flattened,0,180,540,10240,43834,4788,27414,6,14,465,40192,13048,2
candidate_core_helper_checkpoint_braid_long_u20_h3p0_cplus_two_kflattened,candidate_core_helper_checkpoint_braid_long_u20_h3p0_cplus_two_kflattened_seed1,candidate_core,helper_checkpoint_braid_long,long_exact_final_state,bytecode_helper_checkpoint_braid_long_180_a312_s0,r19_heldout_seed_anchor,20,3.0,plus_two,flattened,1,180,540,10240,43834,4788,27414,6,14,465,40208,13048,2
candidate_core_checkpoint_replay_long_u32_h3p0_cplus_two_kflattened,candidate_core_checkpoint_replay_long_u32_h3p0_cplus_two_kflattened_seed0,candidate_core,checkpoint_replay_long,long_exact_final_state,bytecode_checkpoint_replay_long_100_a128,r19_admitted_address_anchor,32,3.0,plus_two,flattened,0,100,300,12800,46424,3126,17338,9,23,172,40256,7958,2
candidate_core_checkpoint_replay_long_u32_h3p0_cplus_two_kflattened,candidate_core_checkpoint_replay_long_u32_h3p0_cplus_two_kflattened_seed1,candidate_core,checkpoint_replay_long,long_exact_final_state,bytecode_checkpoint_replay_long_100_a128,r19_heldout_address_anchor,32,3.0,plus_two,flattened,1,100,300,12800,46424,3126,17338,9,23,172,40272,7958,2
first_wave_extension_subroutine_braid_long_u24_h3p0_cplus_two_kflattened,first_wave_extension_subroutine_braid_long_u24_h3p0_cplus_two_kflattened_seed0,first_wave_extension,subroutine_braid_long,long_exact_final_state,bytecode_subroutine_braid_long_140_a176,r19_admitted_address_anchor,24,3.0,plus_two,flattened,0,140,420,10240,37626,2746,15080,4,20,170,40320,6840,2
first_wave_extension_subroutine_braid_long_u24_h3p0_cplus_two_kflattened,first_wave_extension_subroutine_braid_long_u24_h3p0_cplus_two_kflattened_seed1,first_wave_extension,subroutine_braid_long,long_exact_final_state,bytecode_subroutine_braid_long_140_a176,r19_heldout_address_anchor,24,3.0,plus_two,flattened,1,140,420,10240,37626,2746,15080,4,20,170,40336,6840,2
first_wave_extension_subroutine_braid_long_u20_h3p5_cplus_two_kflattened,first_wave_extension_subroutine_braid_long_u20_h3p5_cplus_two_kflattened_seed0,first_wave_extension,subroutine_braid_long,long_exact_final_state,bytecode_subroutine_braid_long_140_a176,r19_admitted_address_anchor,20,3.5,plus_two,flattened,0,140,490,10240,43842,2746,17549,4,16,247,40384,7936,2
first_wave_extension_subroutine_braid_long_u20_h3p5_cplus_two_kflattened,first_wave_extension_subroutine_braid_long_u20_h3p5_cplus_two_kflattened_seed1,first_wave_extension,subroutine_braid_long,long_exact_final_state,bytecode_subroutine_braid_long_140_a176,r19_heldout_address_anchor,20,3.5,plus_two,flattened,1,140,490,10240,43842,2746,17549,4,16,247,40400,7936,2
first_wave_extension_helper_checkpoint_braid_long_u24_h3p0_cplus_two_kflattened,first_wave_extension_helper_checkpoint_braid_long_u24_h3p0_cplus_two_kflattened_seed0,first_wave_extension,helper_checkpoint_braid_long,long_exact_final_state,bytecode_helper_checkpoint_braid_long_180_a312_s0,r19_admitted_seed_anchor,24,3.0,plus_two,flattened,0,180,540,10240,43854,4788,27434,6,18,362,40448,13068,2
first_wave_extension_helper_checkpoint_braid_long_u24_h3p0_cplus_two_kflattened,first_wave_extension_helper_checkpoint_braid_long_u24_h3p0_cplus_two_kflattened_seed1,first_wave_extension,helper_checkpoint_braid_long,long_exact_final_state,bytecode_helper_checkpoint_braid_long_180_a312_s0,r19_heldout_seed_anchor,24,3.0,plus_two,flattened,1,180,540,10240,43854,4788,27434,6,18,362,40464,13068,2
first_wave_extension_helper_checkpoint_braid_long_u20_h3p5_cplus_two_kflattened,first_wave_extension_helper_checkpoint_braid_long_u20_h3p5_cplus_two_kflattened_seed0,first_wave_extension,helper_checkpoint_braid_long,long_exact_final_state,bytecode_helper_checkpoint_braid_long_180_a312_s0,r19_admitted_seed_anchor,20,3.5,plus_two,flattened,0,180,630,10240,51110,4788,31964,6,14,542,40512,15204,2
first_wave_extension_helper_checkpoint_braid_long_u20_h3p5_cplus_two_kflattened,first_wave_extension_helper_checkpoint_braid_long_u20_h3p5_cplus_two_kflattened_seed1,first_wave_extension,helper_checkpoint_braid_long,long_exact_final_state,bytecode_helper_checkpoint_braid_long_180_a312_s0,r19_heldout_seed_anchor,20,3.5,plus_two,flattened,1,180,630,10240,51110,4788,31964,6,14,542,40528,15204,2
first_wave_extension_checkpoint_replay_long_u40_h3p0_cplus_two_kflattened,first_wave_extension_checkpoint_replay_long_u40_h3p0_cplus_two_kflattened_seed0,first_wave_extension,checkpoint_replay_long,long_exact_final_state,bytecode_checkpoint_replay_long_100_a128,r19_admitted_address_anchor,40,3.0,plus_two,flattened,0,100,300,12800,46464,3126,17378,9,31,128,40576,7998,2
first_wave_extension_checkpoint_replay_long_u40_h3p0_cplus_two_kflattened,first_wave_extension_checkpoint_replay_long_u40_h3p0_cplus_two_kflattened_seed1,first_wave_extension,checkpoint_replay_long,long_exact_final_state,bytecode_checkpoint_replay_long_100_a128,r19_heldout_address_anchor,40,3.0,plus_two,flattened,1,100,300,12800,46464,3126,17378,9,31,128,40592,7998,2
first_wave_extension_checkpoint_replay_long_u32_h3p5_cplus_two_kflattened,first_wave_extension_checkpoint_replay_long_u32_h3p5_cplus_two_kflattened_seed0,first_wave_extension,checkpoint_replay_long,long_exact_final_state,bytecode_checkpoint_replay_long_100_a128,r19_admitted_address_anchor,32,3.5,plus_two,flattened,0,100,350,12800,54112,3126,20189,9,23,200,40640,9246,2
first_wave_extension_checkpoint_replay_long_u32_h3p5_cplus_two_kflattened,first_wave_extension_checkpoint_replay_long_u32_h3p5_cplus_two_kflattened_seed1,first_wave_extension,checkpoint_replay_long,long_exact_final_state,bytecode_checkpoint_replay_long_100_a128,r19_heldout_address_anchor,32,3.5,plus_two,flattened,1,100,350,12800,54112,3126,20189,9,23,200,40656,9246,2
