branch_id,candidate_id,lane_class,family,comparison_mode,base_program_name,seed_variant,unique_address_target,horizon_multiplier,checkpoint_depth,hot_address_skew,seed_id,base_start,scaled_start,base_max_steps,max_steps,base_reference_step_count,expected_reference_step_count,base_unique_address_count,padding_unique_count,flatten_rounds,padding_base_address,expected_padding_instruction_count,target_wrapper_call_depth
continuity_anchor_subroutine_braid_u6_h2p0_cplus_one_kflattened,continuity_anchor_subroutine_braid_u6_h2p0_cplus_one_kflattened_seed0,continuity_anchor,subroutine_braid,medium_exact_trace,bytecode_subroutine_braid_80_a96,r19_admitted_address_anchor,6,2.0,plus_one,flattened,0,80,160,5120,12897,1576,5745,4,2,647,40000,2592,1
continuity_anchor_subroutine_braid_u6_h2p0_cplus_one_kflattened,continuity_anchor_subroutine_braid_u6_h2p0_cplus_one_kflattened_seed1,continuity_anchor,subroutine_braid,medium_exact_trace,bytecode_subroutine_braid_80_a96,r19_heldout_address_anchor,6,2.0,plus_one,flattened,1,80,160,5120,12897,1576,5745,4,2,647,40016,2592,1
continuity_anchor_helper_checkpoint_braid_u8_h2p0_cplus_one_kflattened,continuity_anchor_helper_checkpoint_braid_u8_h2p0_cplus_one_kflattened_seed0,continuity_anchor,helper_checkpoint_braid,medium_exact_trace,bytecode_helper_checkpoint_braid_60_a280_s0,r19_admitted_seed_anchor,8,2.0,plus_one,flattened,0,60,120,2560,8101,1608,6133,6,2,728,40064,2916,1
continuity_anchor_helper_checkpoint_braid_u8_h2p0_cplus_one_kflattened,continuity_anchor_helper_checkpoint_braid_u8_h2p0_cplus_one_kflattened_seed1,continuity_anchor,helper_checkpoint_braid,medium_exact_trace,bytecode_helper_checkpoint_braid_60_a280_s0,r19_heldout_seed_anchor,8,2.0,plus_one,flattened,1,60,120,2560,8101,1608,6133,6,2,728,40080,2916,1
continuity_anchor_checkpoint_replay_long_u16_h2p0_cplus_one_kflattened,continuity_anchor_checkpoint_replay_long_u16_h2p0_cplus_one_kflattened_seed0,continuity_anchor,checkpoint_replay_long,long_exact_final_state,bytecode_checkpoint_replay_long_100_a128,r19_admitted_address_anchor,16,2.0,plus_one,flattened,0,100,200,12800,30943,3126,11531,9,7,376,40128,5278,1
continuity_anchor_checkpoint_replay_long_u16_h2p0_cplus_one_kflattened,continuity_anchor_checkpoint_replay_long_u16_h2p0_cplus_one_kflattened_seed1,continuity_anchor,checkpoint_replay_long,long_exact_final_state,bytecode_checkpoint_replay_long_100_a128,r19_heldout_address_anchor,16,2.0,plus_one,flattened,1,100,200,12800,30943,3126,11531,9,7,376,40144,5278,1
extended_probe_subroutine_braid_long_u12_h2p5_cplus_one_kbaseline,extended_probe_subroutine_braid_long_u12_h2p5_cplus_one_kbaseline_seed0,extended_probe,subroutine_braid_long,long_exact_final_state,bytecode_subroutine_braid_long_140_a176,r19_admitted_address_anchor,12,2.5,plus_one,baseline,0,140,350,10240,25681,2746,6882,4,8,0,40192,16,1
extended_probe_subroutine_braid_long_u12_h2p5_cplus_one_kbaseline,extended_probe_subroutine_braid_long_u12_h2p5_cplus_one_kbaseline_seed1,extended_probe,subroutine_braid_long,long_exact_final_state,bytecode_subroutine_braid_long_140_a176,r19_heldout_address_anchor,12,2.5,plus_one,baseline,1,140,350,10240,25681,2746,6882,4,8,0,40208,16,1
extended_probe_subroutine_braid_long_u12_h2p5_cplus_one_kflattened,extended_probe_subroutine_braid_long_u12_h2p5_cplus_one_kflattened_seed0,extended_probe,subroutine_braid_long,long_exact_final_state,bytecode_subroutine_braid_long_140_a176,r19_admitted_address_anchor,12,2.5,plus_one,flattened,0,140,350,10240,31329,2746,12530,4,8,353,40256,5664,1
extended_probe_subroutine_braid_long_u12_h2p5_cplus_one_kflattened,extended_probe_subroutine_braid_long_u12_h2p5_cplus_one_kflattened_seed1,extended_probe,subroutine_braid_long,long_exact_final_state,bytecode_subroutine_braid_long_140_a176,r19_heldout_address_anchor,12,2.5,plus_one,flattened,1,140,350,10240,31329,2746,12530,4,8,353,40272,5664,1
