branch_id,candidate_id,lane_class,family,comparison_mode,base_program_name,seed_variant,unique_address_target,horizon_multiplier,checkpoint_depth,hot_address_skew,seed_id,base_start,scaled_start,base_max_steps,max_steps,base_reference_step_count,expected_reference_step_count,base_unique_address_count,padding_unique_count,flatten_rounds,padding_base_address,expected_padding_instruction_count,target_wrapper_call_depth,source_runtime_stage,base_runtime_stage,program_name,base_variant_program_name,runtime_seconds,ns_per_step,exact_trace_match,exact_final_state_match,first_mismatch_step,failure_reason,failure_class,exact,read_observation_count,memory_read_count,stack_read_count,reference_step_count,memory_operation_count,memory_load_count,memory_store_count,unique_address_count,hottest_address,hottest_address_share,failure_axis_tags
second_wave_extension_subroutine_braid_long_u24_h3p5_cplus_two_kbaseline,second_wave_extension_subroutine_braid_long_u24_h3p5_cplus_two_kbaseline_seed0,second_wave_extension,subroutine_braid_long,long_exact_final_state,bytecode_subroutine_braid_long_140_a176,r19_admitted_address_anchor,24,3.5,plus_two,baseline,0,140,490,10240,35946,2746,9653,4,20,0,40000,40,2,r22_d0_true_boundary_localization_gate,r19_d0_pointer_like_surface_generalization_gate,bytecode_subroutine_braid_long_490_a176_r26_u24_h3p5_cplus_two_kbaseline_seed0,bytecode_subroutine_braid_long_490_a176,0.251507299952209,26163.24768045449,True,True,,,,True,7872,2453,5419,9613,3947,2453,1494,24,176,0.4970863947301748,"long_family,high_unique_address_target,plus_two_checkpoint_depth"
second_wave_extension_subroutine_braid_long_u24_h3p5_cplus_two_kbaseline,second_wave_extension_subroutine_braid_long_u24_h3p5_cplus_two_kbaseline_seed1,second_wave_extension,subroutine_braid_long,long_exact_final_state,bytecode_subroutine_braid_long_140_a176,r19_heldout_address_anchor,24,3.5,plus_two,baseline,1,140,490,10240,35946,2746,9653,4,20,0,40016,40,2,r22_d0_true_boundary_localization_gate,r19_d0_pointer_like_surface_generalization_gate,bytecode_subroutine_braid_long_490_a208_r26_u24_h3p5_cplus_two_kbaseline_seed1,bytecode_subroutine_braid_long_490_a208,0.26168729993514717,27222.230306371286,True,True,,,,True,7872,2453,5419,9613,3947,2453,1494,24,208,0.4970863947301748,"long_family,high_unique_address_target,plus_two_checkpoint_depth"
second_wave_extension_subroutine_braid_long_u24_h3p5_cplus_two_kflattened,second_wave_extension_subroutine_braid_long_u24_h3p5_cplus_two_kflattened_seed0,second_wave_extension,subroutine_braid_long,long_exact_final_state,bytecode_subroutine_braid_long_140_a176,r19_admitted_address_anchor,24,3.5,plus_two,flattened,0,140,490,10240,43866,2746,17573,4,20,198,40064,7960,2,r22_d0_true_boundary_localization_gate,r19_d0_pointer_like_surface_generalization_gate,bytecode_subroutine_braid_long_490_a176_r26_u24_h3p5_cplus_two_kflattened_seed0,bytecode_subroutine_braid_long_490_a176,0.5791335999965668,33031.06142682752,True,True,,,,True,11832,2453,9379,17533,7907,2453,5454,24,176,0.24813456431010497,"long_family,high_unique_address_target,plus_two_checkpoint_depth,flattened_hot_address_target"
second_wave_extension_subroutine_braid_long_u24_h3p5_cplus_two_kflattened,second_wave_extension_subroutine_braid_long_u24_h3p5_cplus_two_kflattened_seed1,second_wave_extension,subroutine_braid_long,long_exact_final_state,bytecode_subroutine_braid_long_140_a176,r19_heldout_address_anchor,24,3.5,plus_two,flattened,1,140,490,10240,43866,2746,17573,4,20,198,40080,7960,2,r22_d0_true_boundary_localization_gate,r19_d0_pointer_like_surface_generalization_gate,bytecode_subroutine_braid_long_490_a208_r26_u24_h3p5_cplus_two_kflattened_seed1,bytecode_subroutine_braid_long_490_a208,0.5690763000166044,32457.4402564652,True,True,,,,True,11832,2453,9379,17533,7907,2453,5454,24,208,0.24813456431010497,"long_family,high_unique_address_target,plus_two_checkpoint_depth,flattened_hot_address_target"
second_wave_extension_helper_checkpoint_braid_long_u24_h3p5_cplus_two_kbaseline,second_wave_extension_helper_checkpoint_braid_long_u24_h3p5_cplus_two_kbaseline_seed0,second_wave_extension,helper_checkpoint_braid_long,long_exact_final_state,bytecode_helper_checkpoint_braid_long_180_a312_s0,r19_admitted_seed_anchor,24,3.5,plus_two,baseline,0,180,630,10240,35942,4788,16796,6,18,0,40128,36,2,r22_d0_true_boundary_localization_gate,r19_d0_pointer_like_surface_generalization_gate,bytecode_helper_checkpoint_braid_long_630_a312_s0_r26_u24_h3p5_cplus_two_kbaseline_seed0,bytecode_helper_checkpoint_braid_long_630_a312_s0,0.4509270000271499,26919.407798170254,True,True,,,,True,14519,4412,10107,16751,7586,4412,3174,24,312,0.33245452148694965,"long_family,high_unique_address_target,plus_two_checkpoint_depth"
second_wave_extension_helper_checkpoint_braid_long_u24_h3p5_cplus_two_kbaseline,second_wave_extension_helper_checkpoint_braid_long_u24_h3p5_cplus_two_kbaseline_seed1,second_wave_extension,helper_checkpoint_braid_long,long_exact_final_state,bytecode_helper_checkpoint_braid_long_180_a312_s0,r19_heldout_seed_anchor,24,3.5,plus_two,baseline,1,180,630,10240,35942,4788,16796,6,18,0,40144,36,2,r22_d0_true_boundary_localization_gate,r19_d0_pointer_like_surface_generalization_gate,bytecode_helper_checkpoint_braid_long_630_a312_s1_r26_u24_h3p5_cplus_two_kbaseline_seed1,bytecode_helper_checkpoint_braid_long_630_a312_s1,0.43794470001012087,26144.391380223322,True,True,,,,True,14519,4412,10107,16751,7586,4412,3174,24,312,0.33245452148694965,"long_family,high_unique_address_target,plus_two_checkpoint_depth"
second_wave_extension_helper_checkpoint_braid_long_u24_h3p5_cplus_two_kflattened,second_wave_extension_helper_checkpoint_braid_long_u24_h3p5_cplus_two_kflattened_seed0,second_wave_extension,helper_checkpoint_braid_long,long_exact_final_state,bytecode_helper_checkpoint_braid_long_180_a312_s0,r19_admitted_seed_anchor,24,3.5,plus_two,flattened,0,180,630,10240,51134,4788,31988,6,18,422,40192,15228,2,r22_d0_true_boundary_localization_gate,r19_d0_pointer_like_surface_generalization_gate,bytecode_helper_checkpoint_braid_long_630_a312_s0_r26_u24_h3p5_cplus_two_kflattened_seed0,bytecode_helper_checkpoint_braid_long_630_a312_s0,1.2915930999442935,40434.3079843563,True,True,,,,True,22115,4412,17703,31943,15182,4412,10770,24,312,0.16611777104465814,"long_family,high_unique_address_target,plus_two_checkpoint_depth,flattened_hot_address_target,low_hottest_address_share_observed"
second_wave_extension_helper_checkpoint_braid_long_u24_h3p5_cplus_two_kflattened,second_wave_extension_helper_checkpoint_braid_long_u24_h3p5_cplus_two_kflattened_seed1,second_wave_extension,helper_checkpoint_braid_long,long_exact_final_state,bytecode_helper_checkpoint_braid_long_180_a312_s0,r19_heldout_seed_anchor,24,3.5,plus_two,flattened,1,180,630,10240,51134,4788,31988,6,18,422,40208,15228,2,r22_d0_true_boundary_localization_gate,r19_d0_pointer_like_surface_generalization_gate,bytecode_helper_checkpoint_braid_long_630_a312_s1_r26_u24_h3p5_cplus_two_kflattened_seed1,bytecode_helper_checkpoint_braid_long_630_a312_s1,1.3842453999677673,43334.85896652686,True,True,,,,True,22115,4412,17703,31943,15182,4412,10770,24,312,0.16611777104465814,"long_family,high_unique_address_target,plus_two_checkpoint_depth,flattened_hot_address_target,low_hottest_address_share_observed"
second_wave_extension_checkpoint_replay_long_u40_h3p5_cplus_two_kbaseline,second_wave_extension_checkpoint_replay_long_u40_h3p5_cplus_two_kbaseline_seed0,second_wave_extension,checkpoint_replay_long,long_exact_final_state,bytecode_checkpoint_replay_long_100_a128,r19_admitted_address_anchor,40,3.5,plus_two,baseline,0,100,350,12800,44928,3126,11005,9,31,0,40256,62,2,r22_d0_true_boundary_localization_gate,r19_d0_pointer_like_surface_generalization_gate,bytecode_checkpoint_replay_long_350_a128_r26_u40_h3p5_cplus_two_kbaseline_seed0,bytecode_checkpoint_replay_long_350_a128,0.355602000025101,32498.811919676573,True,True,,,,True,10783,3154,7629,10942,4594,3154,1440,40,128,0.305180670439704,"long_family,high_unique_address_target,plus_two_checkpoint_depth"
second_wave_extension_checkpoint_replay_long_u40_h3p5_cplus_two_kbaseline,second_wave_extension_checkpoint_replay_long_u40_h3p5_cplus_two_kbaseline_seed1,second_wave_extension,checkpoint_replay_long,long_exact_final_state,bytecode_checkpoint_replay_long_100_a128,r19_heldout_address_anchor,40,3.5,plus_two,baseline,1,100,350,12800,44928,3126,11005,9,31,0,40272,62,2,r22_d0_true_boundary_localization_gate,r19_d0_pointer_like_surface_generalization_gate,bytecode_checkpoint_replay_long_350_a144_r26_u40_h3p5_cplus_two_kbaseline_seed1,bytecode_checkpoint_replay_long_350_a144,0.48739739996381104,44543.721437014356,True,True,,,,True,10783,3154,7629,10942,4594,3154,1440,40,144,0.305180670439704,"long_family,high_unique_address_target,plus_two_checkpoint_depth"
